lang,seed,model,checkpoint,dataset_type,dataset_folder,use_constrained_decoding,precision,recall,f1,inference_time,path
indo,31415,20260226_115322_train_model-Qwen2.5-0.5B_lr-5e-05_bs-4_epochs-10,checkpoint-7760,hotel_reviews,mvp,False,73.41729067392784,70.49019607843138,71.92397465821941,,outputs/evals/hotel_reviews/indo/mvp/seed_31415/20260226_115322_train_model-Qwen2.5-0.5B_lr-5e-05_bs-4_epochs-10/checkpoint-7760/unconstrained_decoding/voting_results.json
indo,777,20260226_131009_train_model-Qwen2.5-0.5B_lr-5e-05_bs-4_epochs-10,checkpoint-7760,hotel_reviews,mvp,True,73.85821404226313,70.81699346405229,72.30563897230566,,outputs/evals/hotel_reviews/indo/mvp/seed_777/20260226_131009_train_model-Qwen2.5-0.5B_lr-5e-05_bs-4_epochs-10/checkpoint-7760/constrained_decoding/voting_results.json
indo,777,20260226_131009_train_model-Qwen2.5-0.5B_lr-5e-05_bs-4_epochs-10,checkpoint-7760,hotel_reviews,mvp,False,73.4993178717599,70.42483660130719,71.92923898531376,,outputs/evals/hotel_reviews/indo/mvp/seed_777/20260226_131009_train_model-Qwen2.5-0.5B_lr-5e-05_bs-4_epochs-10/checkpoint-7760/unconstrained_decoding/voting_results.json
indo,9584,20260226_073028_train_model-Qwen2.5-0.5B_lr-5e-05_bs-4_epochs-10,checkpoint-7760,hotel_reviews,mvp,True,73.23848238482384,70.65359477124183,71.92282102461743,,outputs/evals/hotel_reviews/indo/mvp/seed_9584/20260226_073028_train_model-Qwen2.5-0.5B_lr-5e-05_bs-4_epochs-10/checkpoint-7760/constrained_decoding/voting_results.json
indo,9584,20260226_073028_train_model-Qwen2.5-0.5B_lr-5e-05_bs-4_epochs-10,checkpoint-7760,hotel_reviews,mvp,False,72.97388945405223,70.32679738562092,71.62589449159594,,outputs/evals/hotel_reviews/indo/mvp/seed_9584/20260226_073028_train_model-Qwen2.5-0.5B_lr-5e-05_bs-4_epochs-10/checkpoint-7760/unconstrained_decoding/voting_results.json
jav,123,20260402_134023_train_model-Qwen2.5-0.5B_lr-5e-05_bs-4_epochs-10,checkpoint-7760,hotel_reviews,mvp,False,62.11201079622132,59.56001294079586,60.80924855491329,,outputs/evals/hotel_reviews/jav/mvp/seed_123/20260402_134023_train_model-Qwen2.5-0.5B_lr-5e-05_bs-4_epochs-10/checkpoint-7760/unconstrained_decoding/voting_results.json
jav,2024,20260402_143335_train_model-Qwen2.5-0.5B_lr-5e-05_bs-4_epochs-10,checkpoint-7760,hotel_reviews,mvp,False,62.01155283724091,59.04238110643804,60.490553529996696,,outputs/evals/hotel_reviews/jav/mvp/seed_2024/20260402_143335_train_model-Qwen2.5-0.5B_lr-5e-05_bs-4_epochs-10/checkpoint-7760/unconstrained_decoding/voting_results.json
jav,31415,20260402_152635_train_model-Qwen2.5-0.5B_lr-5e-05_bs-4_epochs-10,checkpoint-7760,hotel_reviews,mvp,False,62.107396149949345,59.49530896150114,60.77329808327826,,outputs/evals/hotel_reviews/jav/mvp/seed_31415/20260402_152635_train_model-Qwen2.5-0.5B_lr-5e-05_bs-4_epochs-10/checkpoint-7760/unconstrained_decoding/voting_results.json
jav,777,20260402_161858_train_model-Qwen2.5-0.5B_lr-5e-05_bs-4_epochs-10,checkpoint-7760,hotel_reviews,mvp,False,62.972972972972975,60.30410870268521,61.60965129730622,,outputs/evals/hotel_reviews/jav/mvp/seed_777/20260402_161858_train_model-Qwen2.5-0.5B_lr-5e-05_bs-4_epochs-10/checkpoint-7760/unconstrained_decoding/voting_results.json
jav,9584,20260402_124702_train_model-Qwen2.5-0.5B_lr-5e-05_bs-4_epochs-10,checkpoint-7760,hotel_reviews,mvp,False,62.440838404327245,59.75412487868004,61.067945114895025,,outputs/evals/hotel_reviews/jav/mvp/seed_9584/20260402_124702_train_model-Qwen2.5-0.5B_lr-5e-05_bs-4_epochs-10/checkpoint-7760/unconstrained_decoding/voting_results.json
mad,123,20260402_181248_train_model-Qwen2.5-0.5B_lr-5e-05_bs-4_epochs-10,checkpoint-7760,hotel_reviews,mvp,False,52.95735900962861,49.454078355812456,51.1457987379608,,outputs/evals/hotel_reviews/mad/mvp/seed_123/20260402_181248_train_model-Qwen2.5-0.5B_lr-5e-05_bs-4_epochs-10/checkpoint-7760/unconstrained_decoding/voting_results.json
mad,2024,20260402_191101_train_model-Qwen2.5-0.5B_lr-5e-05_bs-4_epochs-10,checkpoint-7760,hotel_reviews,mvp,False,53.38865836791148,49.582530507386,51.41525141525142,,outputs/evals/hotel_reviews/mad/mvp/seed_2024/20260402_191101_train_model-Qwen2.5-0.5B_lr-5e-05_bs-4_epochs-10/checkpoint-7760/unconstrained_decoding/voting_results.json
mad,31415,20260402_200945_train_model-Qwen2.5-0.5B_lr-5e-05_bs-4_epochs-10,checkpoint-7760,hotel_reviews,mvp,False,52.0027864855451,47.94476557482338,49.89139515455305,,outputs/evals/hotel_reviews/mad/mvp/seed_31415/20260402_200945_train_model-Qwen2.5-0.5B_lr-5e-05_bs-4_epochs-10/checkpoint-7760/unconstrained_decoding/voting_results.json
mad,777,20260402_210657_train_model-Qwen2.5-0.5B_lr-5e-05_bs-4_epochs-10,checkpoint-7760,hotel_reviews,mvp,False,53.291753291753295,49.38985228002569,51.26666666666667,,outputs/evals/hotel_reviews/mad/mvp/seed_777/20260402_210657_train_model-Qwen2.5-0.5B_lr-5e-05_bs-4_epochs-10/checkpoint-7760/unconstrained_decoding/voting_results.json
mad,9584,20260402_171544_train_model-Qwen2.5-0.5B_lr-5e-05_bs-4_epochs-10,checkpoint-7760,hotel_reviews,mvp,False,53.864734299516904,50.12845215157354,51.92947438456421,,outputs/evals/hotel_reviews/mad/mvp/seed_9584/20260402_171544_train_model-Qwen2.5-0.5B_lr-5e-05_bs-4_epochs-10/checkpoint-7760/unconstrained_decoding/voting_results.json
min,123,20260402_230212_train_model-Qwen2.5-0.5B_lr-5e-05_bs-4_epochs-10,checkpoint-7760,hotel_reviews,mvp,False,71.49885208265005,70.00642260757868,70.7447671588512,,outputs/evals/hotel_reviews/min/mvp/seed_123/20260402_230212_train_model-Qwen2.5-0.5B_lr-5e-05_bs-4_epochs-10/checkpoint-7760/unconstrained_decoding/voting_results.json
min,2024,20260402_235904_train_model-Qwen2.5-0.5B_lr-5e-05_bs-4_epochs-10,checkpoint-7760,hotel_reviews,mvp,False,72.14642262895174,69.62106615285806,70.8612518385357,,outputs/evals/hotel_reviews/min/mvp/seed_2024/20260402_235904_train_model-Qwen2.5-0.5B_lr-5e-05_bs-4_epochs-10/checkpoint-7760/unconstrained_decoding/voting_results.json
min,31415,20260403_005425_train_model-Qwen2.5-0.5B_lr-5e-05_bs-4_epochs-10,checkpoint-7760,hotel_reviews,mvp,False,71.66611240438976,69.20359666024406,70.41333115504003,,outputs/evals/hotel_reviews/min/mvp/seed_31415/20260403_005425_train_model-Qwen2.5-0.5B_lr-5e-05_bs-4_epochs-10/checkpoint-7760/unconstrained_decoding/voting_results.json
min,777,20260403_015104_train_model-Qwen2.5-0.5B_lr-5e-05_bs-4_epochs-10,checkpoint-7760,hotel_reviews,mvp,False,70.86070959264126,69.26782273603082,70.0552127314063,,outputs/evals/hotel_reviews/min/mvp/seed_777/20260403_015104_train_model-Qwen2.5-0.5B_lr-5e-05_bs-4_epochs-10/checkpoint-7760/unconstrained_decoding/voting_results.json
min,9584,20260402_220427_train_model-Qwen2.5-0.5B_lr-5e-05_bs-4_epochs-10,checkpoint-7760,hotel_reviews,mvp,False,71.1583139727846,68.85035324341683,69.98531091888363,,outputs/evals/hotel_reviews/min/mvp/seed_9584/20260402_220427_train_model-Qwen2.5-0.5B_lr-5e-05_bs-4_epochs-10/checkpoint-7760/unconstrained_decoding/voting_results.json
sun,123,20260403_034245_train_model-Qwen2.5-0.5B_lr-5e-05_bs-4_epochs-10,checkpoint-7760,hotel_reviews,mvp,False,67.54530477759472,65.10003175611305,66.30012936610609,,outputs/evals/hotel_reviews/sun/mvp/seed_123/20260403_034245_train_model-Qwen2.5-0.5B_lr-5e-05_bs-4_epochs-10/checkpoint-7760/unconstrained_decoding/voting_results.json
sun,2024,20260403_043445_train_model-Qwen2.5-0.5B_lr-5e-05_bs-4_epochs-10,checkpoint-7760,hotel_reviews,mvp,False,68.60158311345647,66.05271514766594,67.30302540042065,,outputs/evals/hotel_reviews/sun/mvp/seed_2024/20260403_043445_train_model-Qwen2.5-0.5B_lr-5e-05_bs-4_epochs-10/checkpoint-7760/unconstrained_decoding/voting_results.json
sun,31415,20260403_052815_train_model-Qwen2.5-0.5B_lr-5e-05_bs-4_epochs-10,checkpoint-7760,hotel_reviews,mvp,False,67.82437745740498,65.7351540171483,66.76342525399129,,outputs/evals/hotel_reviews/sun/mvp/seed_31415/20260403_052815_train_model-Qwen2.5-0.5B_lr-5e-05_bs-4_epochs-10/checkpoint-7760/unconstrained_decoding/voting_results.json
sun,777,20260403_062208_train_model-Qwen2.5-0.5B_lr-5e-05_bs-4_epochs-10,checkpoint-7760,hotel_reviews,mvp,False,67.42274819197897,65.13178786916481,66.2574705217251,,outputs/evals/hotel_reviews/sun/mvp/seed_777/20260403_062208_train_model-Qwen2.5-0.5B_lr-5e-05_bs-4_epochs-10/checkpoint-7760/unconstrained_decoding/voting_results.json
sun,9584,20260403_024718_train_model-Qwen2.5-0.5B_lr-5e-05_bs-4_epochs-10,checkpoint-7760,hotel_reviews,mvp,False,67.10613052076467,64.65544617338837,65.857997735727,,outputs/evals/hotel_reviews/sun/mvp/seed_9584/20260403_024718_train_model-Qwen2.5-0.5B_lr-5e-05_bs-4_epochs-10/checkpoint-7760/unconstrained_decoding/voting_results.json
