lang,seed,model,checkpoint,dataset_type,dataset_folder,use_constrained_decoding,precision,recall,f1,inference_time,path
indo,2024,20260226_063347_train_model-Qwen2.5-0.5B_lr-5e-05_bs-4_epochs-10,checkpoint-1560,hotel_reviews,mvp_aos,True,69.75100942126514,69.42397856664434,69.58710976837865,,outputs/evals/hotel_reviews/indo/mvp_aos/seed_2024/20260226_063347_train_model-Qwen2.5-0.5B_lr-5e-05_bs-4_epochs-10/checkpoint-1560/constrained_decoding/inference_results.json
indo,2024,20260604_045241_train_model-Qwen2.5-0.5B_lr-1e-05_bs-4_epochs-10,checkpoint-1560,hotel_reviews,mvp_aos,False,61.566304705495234,62.65907568653717,62.10788381742739,710.4720979830017,outputs/evals/hotel_reviews/indo/mvp_aos/seed_2024/20260604_045241_train_model-Qwen2.5-0.5B_lr-1e-05_bs-4_epochs-10/checkpoint-1560/unconstrained_decoding/inference_results.json
indo,2024,20260603_162248_train_model-gemma-3-270m_lr-1e-05_bs-4_epochs-10,checkpoint-1560,hotel_reviews,mvp_aos,False,51.35842880523731,52.54521098459477,51.94504221155437,690.6639091849793,outputs/evals/hotel_reviews/indo/mvp_aos/seed_2024/20260603_162248_train_model-gemma-3-270m_lr-1e-05_bs-4_epochs-10/checkpoint-1560/unconstrained_decoding/inference_results.json
indo,31415,20260226_065122_train_model-Qwen2.5-0.5B_lr-5e-05_bs-4_epochs-10,checkpoint-1560,hotel_reviews,mvp_aos,True,69.7324414715719,69.82585398526456,69.77911646586345,,outputs/evals/hotel_reviews/indo/mvp_aos/seed_31415/20260226_065122_train_model-Qwen2.5-0.5B_lr-5e-05_bs-4_epochs-10/checkpoint-1560/constrained_decoding/inference_results.json
indo,31415,20260604_045637_train_model-Qwen2.5-0.5B_lr-1e-05_bs-4_epochs-10,checkpoint-1560,hotel_reviews,mvp_aos,False,61.072492552135046,61.78834561286002,61.42833361078742,702.7925198060693,outputs/evals/hotel_reviews/indo/mvp_aos/seed_31415/20260604_045637_train_model-Qwen2.5-0.5B_lr-1e-05_bs-4_epochs-10/checkpoint-1560/unconstrained_decoding/inference_results.json
indo,31415,20260603_162600_train_model-gemma-3-270m_lr-1e-05_bs-4_epochs-10,checkpoint-1560,hotel_reviews,mvp_aos,False,51.475835225429776,53.148024112525114,52.298566485417695,692.0170819630148,outputs/evals/hotel_reviews/indo/mvp_aos/seed_31415/20260603_162600_train_model-gemma-3-270m_lr-1e-05_bs-4_epochs-10/checkpoint-1560/unconstrained_decoding/inference_results.json
indo,777,20260226_070836_train_model-Qwen2.5-0.5B_lr-5e-05_bs-4_epochs-10,checkpoint-1560,hotel_reviews,mvp_aos,True,68.83073865518384,69.5914266577361,69.2089925062448,,outputs/evals/hotel_reviews/indo/mvp_aos/seed_777/20260226_070836_train_model-Qwen2.5-0.5B_lr-5e-05_bs-4_epochs-10/checkpoint-1560/constrained_decoding/inference_results.json
indo,777,20260604_050013_train_model-Qwen2.5-0.5B_lr-1e-05_bs-4_epochs-10,checkpoint-1560,hotel_reviews,mvp_aos,False,61.204899040052965,61.92230408573343,61.56151156983519,712.9879283020273,outputs/evals/hotel_reviews/indo/mvp_aos/seed_777/20260604_050013_train_model-Qwen2.5-0.5B_lr-1e-05_bs-4_epochs-10/checkpoint-1560/unconstrained_decoding/inference_results.json
indo,777,20260603_162738_train_model-gemma-3-270m_lr-1e-05_bs-4_epochs-10,checkpoint-1560,hotel_reviews,mvp_aos,False,50.74675324675325,52.34427327528466,51.533135509396644,682.5006829299964,outputs/evals/hotel_reviews/indo/mvp_aos/seed_777/20260603_162738_train_model-gemma-3-270m_lr-1e-05_bs-4_epochs-10/checkpoint-1560/unconstrained_decoding/inference_results.json
indo,9584,20260226_053118_train_model-Qwen2.5-0.5B_lr-5e-05_bs-4_epochs-10,checkpoint-1560,hotel_reviews,mvp_aos,True,69.48529411764706,69.62491627595445,69.55503512880561,,outputs/evals/hotel_reviews/indo/mvp_aos/seed_9584/20260226_053118_train_model-Qwen2.5-0.5B_lr-5e-05_bs-4_epochs-10/checkpoint-1560/constrained_decoding/inference_results.json
indo,9584,20260604_044227_train_model-Qwen2.5-0.5B_lr-1e-05_bs-4_epochs-10,checkpoint-1560,hotel_reviews,mvp_aos,False,61.55878467635403,62.42464835900871,61.988693049551046,705.0552131669829,outputs/evals/hotel_reviews/indo/mvp_aos/seed_9584/20260604_044227_train_model-Qwen2.5-0.5B_lr-1e-05_bs-4_epochs-10/checkpoint-1560/unconstrained_decoding/inference_results.json
indo,9584,20260603_161207_train_model-gemma-3-270m_lr-1e-05_bs-4_epochs-10,checkpoint-1560,hotel_reviews,mvp_aos,False,51.09606705351386,53.08104487608841,52.06964520367937,695.6445809720317,outputs/evals/hotel_reviews/indo/mvp_aos/seed_9584/20260603_161207_train_model-gemma-3-270m_lr-1e-05_bs-4_epochs-10/checkpoint-1560/unconstrained_decoding/inference_results.json
jav,123,20260604_024206_train_model-Qwen2.5-0.5B_lr-1e-05_bs-4_epochs-10,checkpoint-1560,hotel_reviews,mvp_aos,False,46.258729630861325,46.49064171122995,46.374395732622105,715.050464738044,outputs/evals/hotel_reviews/jav/mvp_aos/seed_123/20260604_024206_train_model-Qwen2.5-0.5B_lr-1e-05_bs-4_epochs-10/checkpoint-1560/unconstrained_decoding/inference_results.json
jav,123,20260603_141446_train_model-gemma-3-270m_lr-1e-05_bs-4_epochs-10,checkpoint-1560,hotel_reviews,mvp_aos,False,37.994119568768376,38.87032085561498,38.42722616884189,715.5857531770598,outputs/evals/hotel_reviews/jav/mvp_aos/seed_123/20260603_141446_train_model-gemma-3-270m_lr-1e-05_bs-4_epochs-10/checkpoint-1560/unconstrained_decoding/inference_results.json
jav,2024,20260604_025546_train_model-Qwen2.5-0.5B_lr-1e-05_bs-4_epochs-10,checkpoint-1560,hotel_reviews,mvp_aos,False,46.22266401590458,46.62433155080214,46.422628951747086,703.8928420089651,outputs/evals/hotel_reviews/jav/mvp_aos/seed_2024/20260604_025546_train_model-Qwen2.5-0.5B_lr-1e-05_bs-4_epochs-10/checkpoint-1560/unconstrained_decoding/inference_results.json
jav,2024,20260603_141552_train_model-gemma-3-270m_lr-1e-05_bs-4_epochs-10,checkpoint-1560,hotel_reviews,mvp_aos,False,37.79967159277504,38.469251336898395,38.13152227927778,719.5783134499798,outputs/evals/hotel_reviews/jav/mvp_aos/seed_2024/20260603_141552_train_model-gemma-3-270m_lr-1e-05_bs-4_epochs-10/checkpoint-1560/unconstrained_decoding/inference_results.json
jav,31415,20260604_025558_train_model-Qwen2.5-0.5B_lr-1e-05_bs-4_epochs-10,checkpoint-1560,hotel_reviews,mvp_aos,False,46.84175531914894,47.092245989304814,46.96666666666667,718.7351168480236,outputs/evals/hotel_reviews/jav/mvp_aos/seed_31415/20260604_025558_train_model-Qwen2.5-0.5B_lr-1e-05_bs-4_epochs-10/checkpoint-1560/unconstrained_decoding/inference_results.json
jav,31415,20260603_141647_train_model-gemma-3-270m_lr-1e-05_bs-4_epochs-10,checkpoint-1560,hotel_reviews,mvp_aos,False,37.544773689352,38.536096256684495,38.033976579251195,729.6652152859606,outputs/evals/hotel_reviews/jav/mvp_aos/seed_31415/20260603_141647_train_model-gemma-3-270m_lr-1e-05_bs-4_epochs-10/checkpoint-1560/unconstrained_decoding/inference_results.json
jav,777,20260604_025901_train_model-Qwen2.5-0.5B_lr-1e-05_bs-4_epochs-10,checkpoint-1560,hotel_reviews,mvp_aos,False,47.03333333333333,47.159090909090914,47.09612817089453,709.9845634199446,outputs/evals/hotel_reviews/jav/mvp_aos/seed_777/20260604_025901_train_model-Qwen2.5-0.5B_lr-1e-05_bs-4_epochs-10/checkpoint-1560/unconstrained_decoding/inference_results.json
jav,777,20260603_141839_train_model-gemma-3-270m_lr-1e-05_bs-4_epochs-10,checkpoint-1560,hotel_reviews,mvp_aos,False,38.10151615029664,38.63636363636363,38.36707600398274,729.2093256530352,outputs/evals/hotel_reviews/jav/mvp_aos/seed_777/20260603_141839_train_model-gemma-3-270m_lr-1e-05_bs-4_epochs-10/checkpoint-1560/unconstrained_decoding/inference_results.json
jav,9584,20260604_024034_train_model-Qwen2.5-0.5B_lr-1e-05_bs-4_epochs-10,checkpoint-1560,hotel_reviews,mvp_aos,False,46.19188921859545,46.82486631016043,46.50622406639004,720.7222848540405,outputs/evals/hotel_reviews/jav/mvp_aos/seed_9584/20260604_024034_train_model-Qwen2.5-0.5B_lr-1e-05_bs-4_epochs-10/checkpoint-1560/unconstrained_decoding/inference_results.json
jav,9584,20260603_140925_train_model-gemma-3-270m_lr-1e-05_bs-4_epochs-10,checkpoint-1560,hotel_reviews,mvp_aos,False,37.60961351088016,38.70320855614973,38.148575193543074,731.6887129299575,outputs/evals/hotel_reviews/jav/mvp_aos/seed_9584/20260603_140925_train_model-gemma-3-270m_lr-1e-05_bs-4_epochs-10/checkpoint-1560/unconstrained_decoding/inference_results.json
mad,123,20260605_081832_train_model-Qwen2.5-0.5B_lr-1e-05_bs-4_epochs-10,checkpoint-1560,hotel_reviews,mvp_aos,False,33.96099529253531,33.86988598256204,33.91537944929483,781.2174085909501,outputs/evals/hotel_reviews/mad/mvp_aos/seed_123/20260605_081832_train_model-Qwen2.5-0.5B_lr-1e-05_bs-4_epochs-10/checkpoint-1560/unconstrained_decoding/inference_results.json
mad,123,20260605_015111_train_model-gemma-3-270m_lr-1e-05_bs-4_epochs-10,checkpoint-1560,hotel_reviews,mvp_aos,False,24.184594031922277,23.373574782025486,23.772169167803543,733.0062673290959,outputs/evals/hotel_reviews/mad/mvp_aos/seed_123/20260605_015111_train_model-gemma-3-270m_lr-1e-05_bs-4_epochs-10/checkpoint-1560/unconstrained_decoding/inference_results.json
mad,2024,20260605_081907_train_model-Qwen2.5-0.5B_lr-1e-05_bs-4_epochs-10,checkpoint-1560,hotel_reviews,mvp_aos,False,34.298365122615806,33.76928236083165,34.03176748901656,766.2903929040767,outputs/evals/hotel_reviews/mad/mvp_aos/seed_2024/20260605_081907_train_model-Qwen2.5-0.5B_lr-1e-05_bs-4_epochs-10/checkpoint-1560/unconstrained_decoding/inference_results.json
mad,2024,20260605_015111_train_model-gemma-3-270m_lr-1e-05_bs-4_epochs-10,checkpoint-1560,hotel_reviews,mvp_aos,False,24.290220820189273,23.239436619718308,23.753213367609256,731.1688621899812,outputs/evals/hotel_reviews/mad/mvp_aos/seed_2024/20260605_015111_train_model-gemma-3-270m_lr-1e-05_bs-4_epochs-10/checkpoint-1560/unconstrained_decoding/inference_results.json
mad,31415,20260605_081916_train_model-Qwen2.5-0.5B_lr-1e-05_bs-4_epochs-10,checkpoint-1560,hotel_reviews,mvp_aos,False,33.5825968728756,33.13212608987257,33.35584064821067,780.2121297420235,outputs/evals/hotel_reviews/mad/mvp_aos/seed_31415/20260605_081916_train_model-Qwen2.5-0.5B_lr-1e-05_bs-4_epochs-10/checkpoint-1560/unconstrained_decoding/inference_results.json
mad,31415,20260605_015111_train_model-gemma-3-270m_lr-1e-05_bs-4_epochs-10,checkpoint-1560,hotel_reviews,mvp_aos,False,24.254124254124253,23.17236753856472,23.700908935002573,723.8626361839706,outputs/evals/hotel_reviews/mad/mvp_aos/seed_31415/20260605_015111_train_model-gemma-3-270m_lr-1e-05_bs-4_epochs-10/checkpoint-1560/unconstrained_decoding/inference_results.json
mad,777,20260605_081956_train_model-Qwen2.5-0.5B_lr-1e-05_bs-4_epochs-10,checkpoint-1560,hotel_reviews,mvp_aos,False,33.97761953204476,33.601609657947684,33.78856853818918,790.4222288280725,outputs/evals/hotel_reviews/mad/mvp_aos/seed_777/20260605_081956_train_model-Qwen2.5-0.5B_lr-1e-05_bs-4_epochs-10/checkpoint-1560/unconstrained_decoding/inference_results.json
mad,777,20260605_015111_train_model-gemma-3-270m_lr-1e-05_bs-4_epochs-10,checkpoint-1560,hotel_reviews,mvp_aos,False,24.090121317157713,23.3065057008719,23.691835691153912,743.3260014760308,outputs/evals/hotel_reviews/mad/mvp_aos/seed_777/20260605_015111_train_model-gemma-3-270m_lr-1e-05_bs-4_epochs-10/checkpoint-1560/unconstrained_decoding/inference_results.json
mad,9584,20260605_075947_train_model-Qwen2.5-0.5B_lr-1e-05_bs-4_epochs-10,checkpoint-1560,hotel_reviews,mvp_aos,False,34.52054794520548,33.80281690140845,34.157912572009494,767.5302399500506,outputs/evals/hotel_reviews/mad/mvp_aos/seed_9584/20260605_075947_train_model-Qwen2.5-0.5B_lr-1e-05_bs-4_epochs-10/checkpoint-1560/unconstrained_decoding/inference_results.json
mad,9584,20260605_015111_train_model-gemma-3-270m_lr-1e-05_bs-4_epochs-10,checkpoint-1560,hotel_reviews,mvp_aos,False,23.995808592385607,23.038229376257547,23.50727117194183,743.0343801300041,outputs/evals/hotel_reviews/mad/mvp_aos/seed_9584/20260605_015111_train_model-gemma-3-270m_lr-1e-05_bs-4_epochs-10/checkpoint-1560/unconstrained_decoding/inference_results.json
min,123,20260605_101825_train_model-Qwen2.5-0.5B_lr-1e-05_bs-4_epochs-10,checkpoint-1560,hotel_reviews,mvp_aos,False,54.67320261437908,56.028131279303416,55.34237512404896,781.7932441909797,outputs/evals/hotel_reviews/min/mvp_aos/seed_123/20260605_101825_train_model-Qwen2.5-0.5B_lr-1e-05_bs-4_epochs-10/checkpoint-1560/unconstrained_decoding/inference_results.json
min,123,20260605_035941_train_model-gemma-3-270m_lr-1e-05_bs-4_epochs-10,checkpoint-1560,hotel_reviews,mvp_aos,False,40.87826929286406,42.39785666443402,41.624198586223905,780.9055160779972,outputs/evals/hotel_reviews/min/mvp_aos/seed_123/20260605_035941_train_model-gemma-3-270m_lr-1e-05_bs-4_epochs-10/checkpoint-1560/unconstrained_decoding/inference_results.json
min,2024,20260605_102055_train_model-Qwen2.5-0.5B_lr-1e-05_bs-4_epochs-10,checkpoint-1560,hotel_reviews,mvp_aos,False,54.23114916035562,55.15740120562626,54.69035364436328,769.9753174539655,outputs/evals/hotel_reviews/min/mvp_aos/seed_2024/20260605_102055_train_model-Qwen2.5-0.5B_lr-1e-05_bs-4_epochs-10/checkpoint-1560/unconstrained_decoding/inference_results.json
min,2024,20260605_040016_train_model-gemma-3-270m_lr-1e-05_bs-4_epochs-10,checkpoint-1560,hotel_reviews,mvp_aos,False,40.46450768727511,41.42665773610181,40.93993049809698,759.4563367519295,outputs/evals/hotel_reviews/min/mvp_aos/seed_2024/20260605_040016_train_model-gemma-3-270m_lr-1e-05_bs-4_epochs-10/checkpoint-1560/unconstrained_decoding/inference_results.json
min,31415,20260605_102205_train_model-Qwen2.5-0.5B_lr-1e-05_bs-4_epochs-10,checkpoint-1560,hotel_reviews,mvp_aos,False,54.32786885245902,55.49229738780978,54.9039098740888,789.6730261320481,outputs/evals/hotel_reviews/min/mvp_aos/seed_31415/20260605_102205_train_model-Qwen2.5-0.5B_lr-1e-05_bs-4_epochs-10/checkpoint-1560/unconstrained_decoding/inference_results.json
min,31415,20260605_040036_train_model-gemma-3-270m_lr-1e-05_bs-4_epochs-10,checkpoint-1560,hotel_reviews,mvp_aos,False,41.08702685215141,42.53181513730743,41.796939279249635,763.8838590310188,outputs/evals/hotel_reviews/min/mvp_aos/seed_31415/20260605_040036_train_model-gemma-3-270m_lr-1e-05_bs-4_epochs-10/checkpoint-1560/unconstrained_decoding/inference_results.json
min,777,20260605_102222_train_model-Qwen2.5-0.5B_lr-1e-05_bs-4_epochs-10,checkpoint-1560,hotel_reviews,mvp_aos,False,54.43163097199341,55.324849296718014,54.87460554725128,771.9916869340232,outputs/evals/hotel_reviews/min/mvp_aos/seed_777/20260605_102222_train_model-Qwen2.5-0.5B_lr-1e-05_bs-4_epochs-10/checkpoint-1560/unconstrained_decoding/inference_results.json
min,777,20260605_040105_train_model-gemma-3-270m_lr-1e-05_bs-4_epochs-10,checkpoint-1560,hotel_reviews,mvp_aos,False,40.678513731825525,42.16342933690556,41.407663213287286,760.8621434689267,outputs/evals/hotel_reviews/min/mvp_aos/seed_777/20260605_040105_train_model-gemma-3-270m_lr-1e-05_bs-4_epochs-10/checkpoint-1560/unconstrained_decoding/inference_results.json
min,9584,20260605_095706_train_model-Qwen2.5-0.5B_lr-1e-05_bs-4_epochs-10,checkpoint-1560,hotel_reviews,mvp_aos,False,55.265764278639814,56.06162089752177,55.660847880299244,757.5495690229582,outputs/evals/hotel_reviews/min/mvp_aos/seed_9584/20260605_095706_train_model-Qwen2.5-0.5B_lr-1e-05_bs-4_epochs-10/checkpoint-1560/unconstrained_decoding/inference_results.json
min,9584,20260605_035316_train_model-gemma-3-270m_lr-1e-05_bs-4_epochs-10,checkpoint-1560,hotel_reviews,mvp_aos,False,40.80571799870045,42.0629604822505,41.424802110817936,756.9117447800236,outputs/evals/hotel_reviews/min/mvp_aos/seed_9584/20260605_035316_train_model-gemma-3-270m_lr-1e-05_bs-4_epochs-10/checkpoint-1560/unconstrained_decoding/inference_results.json
sun,123,20260605_122004_train_model-Qwen2.5-0.5B_lr-1e-05_bs-4_epochs-10,checkpoint-1560,hotel_reviews,mvp_aos,False,48.2421875,49.581799933087986,48.90282131661442,766.8858283150475,outputs/evals/hotel_reviews/sun/mvp_aos/seed_123/20260605_122004_train_model-Qwen2.5-0.5B_lr-1e-05_bs-4_epochs-10/checkpoint-1560/unconstrained_decoding/inference_results.json
sun,123,20260605_060845_train_model-gemma-3-270m_lr-1e-05_bs-4_epochs-10,checkpoint-1560,hotel_reviews,mvp_aos,False,38.50129198966408,39.87955838072934,39.17830731306492,736.4521838719957,outputs/evals/hotel_reviews/sun/mvp_aos/seed_123/20260605_060845_train_model-gemma-3-270m_lr-1e-05_bs-4_epochs-10/checkpoint-1560/unconstrained_decoding/inference_results.json
sun,2024,20260605_122007_train_model-Qwen2.5-0.5B_lr-1e-05_bs-4_epochs-10,checkpoint-1560,hotel_reviews,mvp_aos,False,49.15474642392718,50.585480093676814,49.859851607584496,765.430664487998,outputs/evals/hotel_reviews/sun/mvp_aos/seed_2024/20260605_122007_train_model-Qwen2.5-0.5B_lr-1e-05_bs-4_epochs-10/checkpoint-1560/unconstrained_decoding/inference_results.json
sun,2024,20260605_060905_train_model-gemma-3-270m_lr-1e-05_bs-4_epochs-10,checkpoint-1560,hotel_reviews,mvp_aos,False,38.439119170984455,39.712278353964535,39.0653282869837,732.3796097199665,outputs/evals/hotel_reviews/sun/mvp_aos/seed_2024/20260605_060905_train_model-gemma-3-270m_lr-1e-05_bs-4_epochs-10/checkpoint-1560/unconstrained_decoding/inference_results.json
sun,31415,20260605_122354_train_model-Qwen2.5-0.5B_lr-1e-05_bs-4_epochs-10,checkpoint-1560,hotel_reviews,mvp_aos,False,49.13708889612504,50.485112077617934,49.801980198019805,770.1346329599619,outputs/evals/hotel_reviews/sun/mvp_aos/seed_31415/20260605_122354_train_model-Qwen2.5-0.5B_lr-1e-05_bs-4_epochs-10/checkpoint-1560/unconstrained_decoding/inference_results.json
sun,31415,20260605_060919_train_model-gemma-3-270m_lr-1e-05_bs-4_epochs-10,checkpoint-1560,hotel_reviews,mvp_aos,False,38.95595432300163,39.94647039143526,39.44499504459861,732.6477828570642,outputs/evals/hotel_reviews/sun/mvp_aos/seed_31415/20260605_060919_train_model-gemma-3-270m_lr-1e-05_bs-4_epochs-10/checkpoint-1560/unconstrained_decoding/inference_results.json
sun,777,20260605_122457_train_model-Qwen2.5-0.5B_lr-1e-05_bs-4_epochs-10,checkpoint-1560,hotel_reviews,mvp_aos,False,49.67105263157895,50.518568082970894,50.09122574224582,747.4620814749505,outputs/evals/hotel_reviews/sun/mvp_aos/seed_777/20260605_122457_train_model-Qwen2.5-0.5B_lr-1e-05_bs-4_epochs-10/checkpoint-1560/unconstrained_decoding/inference_results.json
sun,777,20260605_061026_train_model-gemma-3-270m_lr-1e-05_bs-4_epochs-10,checkpoint-1560,hotel_reviews,mvp_aos,False,38.38449111470113,39.745734359317495,39.053254437869825,739.4175592690008,outputs/evals/hotel_reviews/sun/mvp_aos/seed_777/20260605_061026_train_model-gemma-3-270m_lr-1e-05_bs-4_epochs-10/checkpoint-1560/unconstrained_decoding/inference_results.json
sun,9584,20260605_120304_train_model-Qwen2.5-0.5B_lr-1e-05_bs-4_epochs-10,checkpoint-1560,hotel_reviews,mvp_aos,False,48.93547330494595,49.98327199732352,49.45382323733863,761.01549367595,outputs/evals/hotel_reviews/sun/mvp_aos/seed_9584/20260605_120304_train_model-Qwen2.5-0.5B_lr-1e-05_bs-4_epochs-10/checkpoint-1560/unconstrained_decoding/inference_results.json
sun,9584,20260605_055636_train_model-gemma-3-270m_lr-1e-05_bs-4_epochs-10,checkpoint-1560,hotel_reviews,mvp_aos,False,38.44164241836405,39.779190364670455,39.09898059848734,725.1113239281112,outputs/evals/hotel_reviews/sun/mvp_aos/seed_9584/20260605_055636_train_model-gemma-3-270m_lr-1e-05_bs-4_epochs-10/checkpoint-1560/unconstrained_decoding/inference_results.json
