dataset_type,lang,dataset_folder,seed,model_name,lr,bs,epochs,checkpoint,decoding_strategy,use_constrained_decoding,precision,recall,f1,timestamp,source_path
hotel_reviews,indo,mvp,777,gemma-3-270m,5e-05,4,10,7760,unconstrained_decoding,False,68.27361563517915,68.49673202614379,68.38499184339314,20260802_122416,outputs/evals/hotel_reviews/indo/mvp/seed_777/20260802_122416_train_model-gemma-3-270m_lr-5e-05_bs-4_epochs-10/checkpoint-7760/unconstrained_decoding/instruct_absa.json
hotel_reviews,indo,mvp,9584,gemma-3-270m,5e-05,4,10,7760,unconstrained_decoding,False,68.8070404172099,68.98692810457516,68.89686684073108,20260802_034546,outputs/evals/hotel_reviews/indo/mvp/seed_9584/20260802_034546_train_model-gemma-3-270m_lr-5e-05_bs-4_epochs-10/checkpoint-7760/unconstrained_decoding/instruct_absa.json
hotel_reviews,indo,mvp_aos,123,gemma-3-270m,5e-05,4,10,1560,unconstrained_decoding,False,66.80837148463048,66.76470588235294,66.78653154625694,20260802_041359,outputs/evals/hotel_reviews/indo/mvp_aos/seed_123/20260802_041359_train_model-gemma-3-270m_lr-5e-05_bs-4_epochs-10/checkpoint-1560/unconstrained_decoding/instruct_absa.json
hotel_reviews,indo,mvp_aos,2024,gemma-3-270m,5e-05,4,10,1560,unconstrained_decoding,False,67.67479674796748,68.00653594771242,67.84026079869601,20260802_044033,outputs/evals/hotel_reviews/indo/mvp_aos/seed_2024/20260802_044033_train_model-gemma-3-270m_lr-5e-05_bs-4_epochs-10/checkpoint-1560/unconstrained_decoding/instruct_absa.json
hotel_reviews,indo,mvp_aos,31415,gemma-3-270m,5e-05,4,10,1560,unconstrained_decoding,False,66.47527910685805,68.10457516339869,67.28006456820016,20260802_050707,outputs/evals/hotel_reviews/indo/mvp_aos/seed_31415/20260802_050707_train_model-gemma-3-270m_lr-5e-05_bs-4_epochs-10/checkpoint-1560/unconstrained_decoding/instruct_absa.json
hotel_reviews,indo,mvp_aos,777,gemma-3-270m,5e-05,4,10,1560,unconstrained_decoding,False,68.2990532158015,68.36601307189542,68.33251674016005,20260802_053359,outputs/evals/hotel_reviews/indo/mvp_aos/seed_777/20260802_053359_train_model-gemma-3-270m_lr-5e-05_bs-4_epochs-10/checkpoint-1560/unconstrained_decoding/instruct_absa.json
hotel_reviews,indo,mvp_aos,9584,gemma-3-270m,5e-05,4,10,1560,unconstrained_decoding,False,66.05237633365665,66.76470588235294,66.40663091175037,20260802_034734,outputs/evals/hotel_reviews/indo/mvp_aos/seed_9584/20260802_034734_train_model-gemma-3-270m_lr-5e-05_bs-4_epochs-10/checkpoint-1560/unconstrained_decoding/instruct_absa.json
hotel_reviews,jav,mvp,123,gemma-3-270m,5e-05,4,10,7760,unconstrained_decoding,False,57.543520309477756,57.74830152054351,57.645729048926206,20260729_120143,outputs/evals/hotel_reviews/jav/mvp/seed_123/20260729_120143_train_model-gemma-3-270m_lr-5e-05_bs-4_epochs-10/checkpoint-7760/unconstrained_decoding/instruct_absa.json
hotel_reviews,jav,mvp,2024,gemma-3-270m,5e-05,4,10,7760,unconstrained_decoding,False,56.612903225806456,56.77774183112262,56.695202713616546,20260729_141519,outputs/evals/hotel_reviews/jav/mvp/seed_2024/20260729_141519_train_model-gemma-3-270m_lr-5e-05_bs-4_epochs-10/checkpoint-7760/unconstrained_decoding/instruct_absa.json
hotel_reviews,jav,mvp,31415,gemma-3-270m,5e-05,4,10,7760,unconstrained_decoding,False,56.896,57.52183759301197,57.20720720720721,20260729_163017,outputs/evals/hotel_reviews/jav/mvp/seed_31415/20260729_163017_train_model-gemma-3-270m_lr-5e-05_bs-4_epochs-10/checkpoint-7760/unconstrained_decoding/instruct_absa.json
hotel_reviews,jav,mvp,777,gemma-3-270m,5e-05,4,10,7760,unconstrained_decoding,False,58.14104647383815,57.87770947913297,58.00907911802854,20260729_184320,outputs/evals/hotel_reviews/jav/mvp/seed_777/20260729_184320_train_model-gemma-3-270m_lr-5e-05_bs-4_epochs-10/checkpoint-7760/unconstrained_decoding/instruct_absa.json
hotel_reviews,jav,mvp,9584,gemma-3-270m,5e-05,4,10,7760,unconstrained_decoding,False,56.40442132639792,56.13070203817535,56.26722879844333,20260729_094912,outputs/evals/hotel_reviews/jav/mvp/seed_9584/20260729_094912_train_model-gemma-3-270m_lr-5e-05_bs-4_epochs-10/checkpoint-7760/unconstrained_decoding/instruct_absa.json
hotel_reviews,jav,mvp_aos,123,gemma-3-270m,5e-05,4,10,1560,unconstrained_decoding,False,55.46245568804383,55.67777418311226,55.56990636099452,20260731_013346,outputs/evals/hotel_reviews/jav/mvp_aos/seed_123/20260731_013346_train_model-gemma-3-270m_lr-5e-05_bs-4_epochs-10/checkpoint-1560/unconstrained_decoding/instruct_absa.json
hotel_reviews,jav,mvp_aos,2024,gemma-3-270m,5e-05,4,10,1560,unconstrained_decoding,False,54.807692307692314,55.32190229699127,55.063596844308485,20260731_020032,outputs/evals/hotel_reviews/jav/mvp_aos/seed_2024/20260731_020032_train_model-gemma-3-270m_lr-5e-05_bs-4_epochs-10/checkpoint-1560/unconstrained_decoding/instruct_absa.json
hotel_reviews,jav,mvp_aos,31415,gemma-3-270m,5e-05,4,10,1560,unconstrained_decoding,False,55.63335455124124,56.55127790359107,56.08856088560885,20260731_022727,outputs/evals/hotel_reviews/jav/mvp_aos/seed_31415/20260731_022727_train_model-gemma-3-270m_lr-5e-05_bs-4_epochs-10/checkpoint-1560/unconstrained_decoding/instruct_absa.json
hotel_reviews,jav,mvp_aos,777,gemma-3-270m,5e-05,4,10,1560,unconstrained_decoding,False,55.02225047679593,56.0012940795859,55.507455507455504,20260731_025421,outputs/evals/hotel_reviews/jav/mvp_aos/seed_777/20260731_025421_train_model-gemma-3-270m_lr-5e-05_bs-4_epochs-10/checkpoint-1560/unconstrained_decoding/instruct_absa.json
hotel_reviews,jav,mvp_aos,9584,gemma-3-270m,5e-05,4,10,1560,unconstrained_decoding,False,53.159851301115246,55.51601423487544,54.31239120113942,20260731_010639,outputs/evals/hotel_reviews/jav/mvp_aos/seed_9584/20260731_010639_train_model-gemma-3-270m_lr-5e-05_bs-4_epochs-10/checkpoint-1560/unconstrained_decoding/instruct_absa.json
hotel_reviews,mad,mvp,123,gemma-3-270m,5e-05,4,10,7760,unconstrained_decoding,False,44.48094612352168,43.4810533076429,43.97531666125366,20260729_231013,outputs/evals/hotel_reviews/mad/mvp/seed_123/20260729_231013_train_model-gemma-3-270m_lr-5e-05_bs-4_epochs-10/checkpoint-7760/unconstrained_decoding/instruct_absa.json
hotel_reviews,mad,mvp,2024,gemma-3-270m,5e-05,4,10,7760,unconstrained_decoding,False,44.503487213550315,43.03147077713552,43.75510204081633,20260730_012514,outputs/evals/hotel_reviews/mad/mvp/seed_2024/20260730_012514_train_model-gemma-3-270m_lr-5e-05_bs-4_epochs-10/checkpoint-7760/unconstrained_decoding/instruct_absa.json
hotel_reviews,mad,mvp,31415,gemma-3-270m,5e-05,4,10,7760,unconstrained_decoding,False,44.91413474240423,43.67373153500321,44.285249104526216,20260730_033935,outputs/evals/hotel_reviews/mad/mvp/seed_31415/20260730_033935_train_model-gemma-3-270m_lr-5e-05_bs-4_epochs-10/checkpoint-7760/unconstrained_decoding/instruct_absa.json
hotel_reviews,mad,mvp,777,gemma-3-270m,5e-05,4,10,7760,unconstrained_decoding,False,43.22985468956407,42.03596660244059,42.62455226310647,20260730_055358,outputs/evals/hotel_reviews/mad/mvp/seed_777/20260730_055358_train_model-gemma-3-270m_lr-5e-05_bs-4_epochs-10/checkpoint-7760/unconstrained_decoding/instruct_absa.json
hotel_reviews,mad,mvp,9584,gemma-3-270m,5e-05,4,10,7760,unconstrained_decoding,False,45.86137281292059,43.770070648683365,44.79132435096943,20260729_205502,outputs/evals/hotel_reviews/mad/mvp/seed_9584/20260729_205502_train_model-gemma-3-270m_lr-5e-05_bs-4_epochs-10/checkpoint-7760/unconstrained_decoding/instruct_absa.json
hotel_reviews,mad,mvp_aos,123,gemma-3-270m,5e-05,4,10,1560,unconstrained_decoding,False,43.12811980033278,41.61849710982659,42.35986272266711,20260731_034850,outputs/evals/hotel_reviews/mad/mvp_aos/seed_123/20260731_034850_train_model-gemma-3-270m_lr-5e-05_bs-4_epochs-10/checkpoint-1560/unconstrained_decoding/instruct_absa.json
hotel_reviews,mad,mvp_aos,2024,gemma-3-270m,5e-05,4,10,1560,unconstrained_decoding,False,43.10056799198129,41.42581888246628,42.24660225970198,20260731_041626,outputs/evals/hotel_reviews/mad/mvp_aos/seed_2024/20260731_041626_train_model-gemma-3-270m_lr-5e-05_bs-4_epochs-10/checkpoint-1560/unconstrained_decoding/instruct_absa.json
hotel_reviews,mad,mvp_aos,31415,gemma-3-270m,5e-05,4,10,1560,unconstrained_decoding,False,43.284574468085104,41.811175337186896,42.53511924207775,20260731_044343,outputs/evals/hotel_reviews/mad/mvp_aos/seed_31415/20260731_044343_train_model-gemma-3-270m_lr-5e-05_bs-4_epochs-10/checkpoint-1560/unconstrained_decoding/instruct_absa.json
hotel_reviews,mad,mvp_aos,777,gemma-3-270m,5e-05,4,10,1560,unconstrained_decoding,False,43.62194315928619,42.38921001926782,42.99674267100976,20260731_051104,outputs/evals/hotel_reviews/mad/mvp_aos/seed_777/20260731_051104_train_model-gemma-3-270m_lr-5e-05_bs-4_epochs-10/checkpoint-1560/unconstrained_decoding/instruct_absa.json
hotel_reviews,mad,mvp_aos,9584,gemma-3-270m,5e-05,4,10,1560,unconstrained_decoding,False,42.00792602377807,40.847784200385355,41.419732985998046,20260731_032114,outputs/evals/hotel_reviews/mad/mvp_aos/seed_9584/20260731_032114_train_model-gemma-3-270m_lr-5e-05_bs-4_epochs-10/checkpoint-1560/unconstrained_decoding/instruct_absa.json
hotel_reviews,min,mvp,123,gemma-3-270m,5e-05,4,10,7760,unconstrained_decoding,False,64.4206549118388,65.70327552986512,65.05564387917329,20260729_230722,outputs/evals/hotel_reviews/min/mvp/seed_123/20260729_230722_train_model-gemma-3-270m_lr-5e-05_bs-4_epochs-10/checkpoint-7760/unconstrained_decoding/instruct_absa.json
hotel_reviews,min,mvp,2024,gemma-3-270m,5e-05,4,10,7760,unconstrained_decoding,False,63.504326328800985,65.99229287090559,64.7244094488189,20260730_012253,outputs/evals/hotel_reviews/min/mvp/seed_2024/20260730_012253_train_model-gemma-3-270m_lr-5e-05_bs-4_epochs-10/checkpoint-7760/unconstrained_decoding/instruct_absa.json
hotel_reviews,min,mvp,31415,gemma-3-270m,5e-05,4,10,7760,unconstrained_decoding,False,64.90171211160431,65.73538856775852,65.31589023611998,20260730_033613,outputs/evals/hotel_reviews/min/mvp/seed_31415/20260730_033613_train_model-gemma-3-270m_lr-5e-05_bs-4_epochs-10/checkpoint-7760/unconstrained_decoding/instruct_absa.json
hotel_reviews,min,mvp,777,gemma-3-270m,5e-05,4,10,7760,unconstrained_decoding,False,65.03628905017355,66.1849710982659,65.6056024192265,20260730_054957,outputs/evals/hotel_reviews/min/mvp/seed_777/20260730_054957_train_model-gemma-3-270m_lr-5e-05_bs-4_epochs-10/checkpoint-7760/unconstrained_decoding/instruct_absa.json
hotel_reviews,min,mvp,9584,gemma-3-270m,5e-05,4,10,7760,unconstrained_decoding,False,64.71716203259828,65.02890173410405,64.87265737626142,20260729_205502,outputs/evals/hotel_reviews/min/mvp/seed_9584/20260729_205502_train_model-gemma-3-270m_lr-5e-05_bs-4_epochs-10/checkpoint-7760/unconstrained_decoding/instruct_absa.json
hotel_reviews,min,mvp_aos,123,gemma-3-270m,5e-05,4,10,1560,unconstrained_decoding,False,61.84291898577613,64.22607578676943,63.011972274732194,20260731_034857,outputs/evals/hotel_reviews/min/mvp_aos/seed_123/20260731_034857_train_model-gemma-3-270m_lr-5e-05_bs-4_epochs-10/checkpoint-1560/unconstrained_decoding/instruct_absa.json
hotel_reviews,min,mvp_aos,2024,gemma-3-270m,5e-05,4,10,1560,unconstrained_decoding,False,62.920994649039976,64.19396274887605,63.551104752821495,20260731_041610,outputs/evals/hotel_reviews/min/mvp_aos/seed_2024/20260731_041610_train_model-gemma-3-270m_lr-5e-05_bs-4_epochs-10/checkpoint-1560/unconstrained_decoding/instruct_absa.json
hotel_reviews,min,mvp_aos,31415,gemma-3-270m,5e-05,4,10,1560,unconstrained_decoding,False,61.323076923076925,64.00128452151573,62.633563796354494,20260731_044332,outputs/evals/hotel_reviews/min/mvp_aos/seed_31415/20260731_044332_train_model-gemma-3-270m_lr-5e-05_bs-4_epochs-10/checkpoint-1560/unconstrained_decoding/instruct_absa.json
hotel_reviews,min,mvp_aos,777,gemma-3-270m,5e-05,4,10,1560,unconstrained_decoding,False,63.32588573252473,63.712267180475266,63.51848887465984,20260731_051043,outputs/evals/hotel_reviews/min/mvp_aos/seed_777/20260731_051043_train_model-gemma-3-270m_lr-5e-05_bs-4_epochs-10/checkpoint-1560/unconstrained_decoding/instruct_absa.json
hotel_reviews,min,mvp_aos,9584,gemma-3-270m,5e-05,4,10,1560,unconstrained_decoding,False,62.433364691125746,63.937058445728965,63.17626527050611,20260731_032114,outputs/evals/hotel_reviews/min/mvp_aos/seed_9584/20260731_032114_train_model-gemma-3-270m_lr-5e-05_bs-4_epochs-10/checkpoint-1560/unconstrained_decoding/instruct_absa.json
hotel_reviews,sun,mvp,123,gemma-3-270m,5e-05,4,10,7760,unconstrained_decoding,False,60.661879487980016,61.702127659574465,61.177581863979846,20260730_102352,outputs/evals/hotel_reviews/sun/mvp/seed_123/20260730_102352_train_model-gemma-3-270m_lr-5e-05_bs-4_epochs-10/checkpoint-7760/unconstrained_decoding/instruct_absa.json
hotel_reviews,sun,mvp,2024,gemma-3-270m,5e-05,4,10,7760,unconstrained_decoding,False,61.76750079189104,61.9244204509368,61.84586108468126,20260730_123911,outputs/evals/hotel_reviews/sun/mvp/seed_2024/20260730_123911_train_model-gemma-3-270m_lr-5e-05_bs-4_epochs-10/checkpoint-7760/unconstrained_decoding/instruct_absa.json
hotel_reviews,sun,mvp,31415,gemma-3-270m,5e-05,4,10,7760,unconstrained_decoding,False,61.26804770872567,61.98793267704033,61.62588792423046,20260730_145507,outputs/evals/hotel_reviews/sun/mvp/seed_31415/20260730_145507_train_model-gemma-3-270m_lr-5e-05_bs-4_epochs-10/checkpoint-7760/unconstrained_decoding/instruct_absa.json
hotel_reviews,sun,mvp,777,gemma-3-270m,5e-05,4,10,7760,unconstrained_decoding,False,60.816326530612244,61.5115909812639,61.16198294916324,20260730_171022,outputs/evals/hotel_reviews/sun/mvp/seed_777/20260730_171022_train_model-gemma-3-270m_lr-5e-05_bs-4_epochs-10/checkpoint-7760/unconstrained_decoding/instruct_absa.json
hotel_reviews,sun,mvp,9584,gemma-3-270m,5e-05,4,10,7760,unconstrained_decoding,False,61.52398871119473,62.30549380755795,61.912275165667396,20260730_080828,outputs/evals/hotel_reviews/sun/mvp/seed_9584/20260730_080828_train_model-gemma-3-270m_lr-5e-05_bs-4_epochs-10/checkpoint-7760/unconstrained_decoding/instruct_absa.json
hotel_reviews,sun,mvp_aos,123,gemma-3-270m,5e-05,4,10,1560,unconstrained_decoding,False,61.34718287692792,61.89266433788504,61.61871640847297,20260731_060617,outputs/evals/hotel_reviews/sun/mvp_aos/seed_123/20260731_060617_train_model-gemma-3-270m_lr-5e-05_bs-4_epochs-10/checkpoint-1560/unconstrained_decoding/instruct_absa.json
hotel_reviews,sun,mvp_aos,2024,gemma-3-270m,5e-05,4,10,1560,unconstrained_decoding,False,60.68510370835952,61.321054302953314,61.00142157637024,20260731_063403,outputs/evals/hotel_reviews/sun/mvp_aos/seed_2024/20260731_063403_train_model-gemma-3-270m_lr-5e-05_bs-4_epochs-10/checkpoint-1560/unconstrained_decoding/instruct_absa.json
hotel_reviews,sun,mvp_aos,31415,gemma-3-270m,5e-05,4,10,1560,unconstrained_decoding,False,61.30268199233716,60.97173705938393,61.136761662155706,20260731_070156,outputs/evals/hotel_reviews/sun/mvp_aos/seed_31415/20260731_070156_train_model-gemma-3-270m_lr-5e-05_bs-4_epochs-10/checkpoint-1560/unconstrained_decoding/instruct_absa.json
hotel_reviews,sun,mvp_aos,777,gemma-3-270m,5e-05,4,10,1560,unconstrained_decoding,False,61.32997163567602,61.797395998729755,61.5627965833597,20260731_072954,outputs/evals/hotel_reviews/sun/mvp_aos/seed_777/20260731_072954_train_model-gemma-3-270m_lr-5e-05_bs-4_epochs-10/checkpoint-1560/unconstrained_decoding/instruct_absa.json
hotel_reviews,sun,mvp_aos,9584,gemma-3-270m,5e-05,4,10,1560,unconstrained_decoding,False,62.23337515683814,63.00412829469673,62.6163799905318,20260731_053834,outputs/evals/hotel_reviews/sun/mvp_aos/seed_9584/20260731_053834_train_model-gemma-3-270m_lr-5e-05_bs-4_epochs-10/checkpoint-1560/unconstrained_decoding/instruct_absa.json
